                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.79997,                0.65296,                 1.2553,                0.88353,                  0.865,                0.90494,                 0.5977,                 1.2494,                0.69074,                 1.8089,               0.008515,               0.008515,               0.008515
                    153,                0.80692,                0.64273,                 1.2605,                0.88387,                0.86382,                0.90416,                0.59798,                 1.2516,                0.69208,                 1.8075,              0.0085051,              0.0085051,              0.0085051
                    154,                0.80387,                0.65443,                  1.253,                0.88693,                0.86228,                0.90502,                0.59789,                 1.2538,                0.69336,                 1.8112,              0.0084952,              0.0084952,              0.0084952
                    155,                 0.7879,                0.64113,                 1.2513,                0.86307,                0.89007,                0.90588,                0.59838,                 1.2554,                0.68844,                 1.8175,              0.0084853,              0.0084853,              0.0084853
                    156,                 0.7913,                0.65234,                 1.2557,                0.88841,                0.87516,                0.90622,                0.59889,                 1.2602,                0.68212,                 1.8234,              0.0084754,              0.0084754,              0.0084754
                    157,                 0.7775,                0.64758,                 1.2405,                 0.8804,                0.87558,                0.90525,                0.59714,                  1.257,                0.68368,                 1.8206,              0.0084655,              0.0084655,              0.0084655
                    158,                0.77594,                0.63966,                 1.2377,                0.87046,                0.88198,                0.90789,                0.60097,                 1.2514,                 0.6807,                 1.8182,              0.0084556,              0.0084556,              0.0084556
                    159,                0.79326,                0.64396,                 1.2507,                0.87766,                0.88278,                0.90686,                0.60029,                  1.244,                0.68077,                 1.8123,              0.0084457,              0.0084457,              0.0084457
                    160,                0.77429,                0.64046,                  1.231,                 0.8778,                0.88023,                0.90735,                0.60158,                 1.2482,                0.68089,                 1.8176,              0.0084358,              0.0084358,              0.0084358
                    161,                0.78424,                0.64471,                 1.2439,                0.88697,                0.86903,                0.90343,                0.60068,                 1.2476,                0.68267,                  1.818,              0.0084259,              0.0084259,              0.0084259
                    162,                0.77771,                0.63359,                 1.2382,                0.88829,                0.86759,                0.90321,                0.60116,                 1.2463,                0.68025,                 1.8198,               0.008416,               0.008416,               0.008416
                    163,                0.78057,                0.63518,                 1.2334,                0.88862,                0.86874,                0.90492,                0.60042,                 1.2491,                0.68253,                 1.8246,              0.0084061,              0.0084061,              0.0084061
                    164,                0.77338,                0.63103,                 1.2384,                0.89376,                0.86264,                0.90553,                0.59916,                 1.2525,                0.68212,                 1.8262,              0.0083962,              0.0083962,              0.0083962
                    165,                0.77397,                0.62964,                  1.233,                0.89116,                0.86546,                0.90422,                0.60057,                 1.2561,                0.68435,                 1.8321,              0.0083863,              0.0083863,              0.0083863
                    166,                0.78173,                0.64061,                  1.244,                0.87857,                0.87841,                0.90516,                0.59663,                 1.2563,                0.68587,                 1.8285,              0.0083764,              0.0083764,              0.0083764
                    167,                0.77683,                0.63011,                 1.2409,                0.88092,                0.86781,                0.90343,                0.59811,                 1.2555,                0.68345,                 1.8306,              0.0083665,              0.0083665,              0.0083665
                    168,                0.77705,                0.63153,                 1.2403,                0.89897,                0.85234,                0.90412,                0.59705,                 1.2554,                0.68257,                  1.831,              0.0083566,              0.0083566,              0.0083566
                    169,                0.76155,                0.62174,                 1.2263,                0.89634,                0.86136,                0.90443,                0.59653,                 1.2586,                0.68297,                 1.8358,              0.0083467,              0.0083467,              0.0083467
                    170,                0.76562,                0.62027,                 1.2291,                0.89657,                0.85972,                0.90422,                0.59502,                 1.2548,                0.68634,                 1.8314,              0.0083368,              0.0083368,              0.0083368
                    171,                0.78244,                0.64029,                 1.2449,                0.89402,                0.86054,                0.90333,                0.59421,                 1.2546,                0.68536,                 1.8317,              0.0083269,              0.0083269,              0.0083269
                    172,                0.76353,                0.62675,                 1.2308,                0.89013,                  0.863,                0.90273,                0.59468,                 1.2547,                0.68581,                  1.832,               0.008317,               0.008317,               0.008317
                    173,                0.77866,                0.63913,                 1.2396,                0.89287,                0.86136,                0.90203,                0.59597,                 1.2538,                0.68605,                 1.8353,              0.0083071,              0.0083071,              0.0083071
                    174,                0.76894,                0.63604,                 1.2368,                0.89412,                0.86218,                0.90418,                0.59787,                 1.2529,                0.68321,                 1.8362,              0.0082972,              0.0082972,              0.0082972
                    175,                0.76604,                0.60997,                 1.2285,                0.89431,                0.86074,                0.90414,                0.59926,                 1.2509,                0.68347,                 1.8358,              0.0082873,              0.0082873,              0.0082873
                    176,                0.76984,                0.62168,                 1.2324,                0.86513,                0.89336,                0.90493,                0.59856,                 1.2521,                0.68255,                 1.8385,              0.0082774,              0.0082774,              0.0082774
                    177,                0.76485,                0.62385,                 1.2283,                0.86493,                0.89307,                0.90308,                0.59977,                 1.2528,                0.68363,                 1.8405,              0.0082675,              0.0082675,              0.0082675
                    178,                0.75665,                0.61363,                 1.2261,                0.86759,                0.89224,                0.90259,                0.59869,                 1.2542,                0.68566,                  1.844,              0.0082576,              0.0082576,              0.0082576
                    179,                0.75725,                0.62868,                 1.2274,                0.86144,                0.89253,                0.90149,                0.59958,                 1.2531,                0.69061,                 1.8428,              0.0082477,              0.0082477,              0.0082477
                    180,                0.76327,                0.61393,                 1.2228,                0.86341,                0.89189,                0.90047,                0.59919,                 1.2519,                0.69267,                 1.8443,              0.0082378,              0.0082378,              0.0082378
                    181,                0.76943,                0.61895,                 1.2296,                0.86922,                0.88269,                0.90034,                0.59774,                  1.253,                0.69349,                  1.847,              0.0082279,              0.0082279,              0.0082279
                    182,                0.76862,                0.62309,                 1.2283,                0.87476,                0.88243,                0.90076,                0.59895,                 1.2514,                0.69482,                 1.8464,               0.008218,               0.008218,               0.008218
                    183,                0.75795,                0.61069,                 1.2217,                  0.869,                0.88701,                0.89859,                0.59842,                  1.249,                0.69704,                 1.8435,              0.0082081,              0.0082081,              0.0082081
                    184,                 0.7638,                0.62012,                 1.2351,                0.86749,                0.88597,                0.89965,                0.59873,                 1.2467,                  0.696,                 1.8414,              0.0081982,              0.0081982,              0.0081982
                    185,                0.76231,                0.62168,                 1.2258,                0.86903,                0.88351,                0.89836,                0.59828,                 1.2455,                0.69802,                  1.839,              0.0081883,              0.0081883,              0.0081883
                    186,                0.75945,                0.61637,                 1.2209,                 0.8711,                0.88351,                0.89873,                0.59941,                 1.2452,                0.69979,                 1.8396,              0.0081784,              0.0081784,              0.0081784
                    187,                0.75565,                0.61218,                 1.2215,                0.86872,                0.88515,                 0.8984,                0.60079,                 1.2444,                0.70018,                 1.8382,              0.0081685,              0.0081685,              0.0081685
                    188,                0.76037,                0.61368,                 1.2272,                0.88592,                0.86792,                0.89775,                 0.6009,                 1.2443,                0.70237,                 1.8381,              0.0081586,              0.0081586,              0.0081586
                    189,                0.75236,                0.61646,                 1.2236,                0.89183,                0.86575,                 0.8981,                0.60118,                  1.244,                0.70397,                 1.8375,              0.0081487,              0.0081487,              0.0081487
                    190,                0.74424,                0.60431,                  1.219,                0.88337,                0.87285,                0.89795,                0.60134,                 1.2418,                0.70513,                 1.8352,              0.0081388,              0.0081388,              0.0081388
                    191,                0.74475,                0.60831,                 1.2191,                 0.8839,                 0.8744,                0.89716,                0.60029,                 1.2418,                 0.7052,                 1.8363,              0.0081289,              0.0081289,              0.0081289
                    192,                0.74929,                0.60456,                 1.2212,                0.88395,                0.87484,                0.89816,                0.60112,                 1.2415,                0.70409,                 1.8364,               0.008119,               0.008119,               0.008119
                    193,                0.75935,                0.62616,                 1.2288,                 0.8811,                0.87541,                0.89864,                 0.6011,                   1.24,                0.70475,                 1.8346,              0.0081091,              0.0081091,              0.0081091
                    194,                0.74418,                0.60671,                 1.2134,                 0.8803,                0.87475,                0.89864,                0.59974,                 1.2405,                0.70499,                 1.8358,              0.0080992,              0.0080992,              0.0080992
                    195,                0.75585,                 0.6167,                 1.2251,                0.88096,                0.87449,                0.89791,                0.60035,                 1.2423,                0.70652,                 1.8377,              0.0080893,              0.0080893,              0.0080893
                    196,                0.74576,                0.60274,                 1.2128,                0.88226,                0.87287,                 0.8984,                0.60143,                 1.2436,                0.70775,                 1.8408,              0.0080794,              0.0080794,              0.0080794
                    197,                0.75022,                0.60281,                 1.2196,                0.88289,                0.87203,                0.89753,                0.60084,                 1.2447,                0.70874,                 1.8424,              0.0080695,              0.0080695,              0.0080695
                    198,                0.74041,                0.59977,                 1.2113,                0.88358,                0.87039,                  0.897,                0.59964,                 1.2471,                0.70838,                 1.8465,              0.0080596,              0.0080596,              0.0080596
                    199,                0.73994,                0.60604,                 1.2064,                0.88615,                0.86792,                0.89596,                0.60001,                 1.2462,                0.70655,                 1.8466,              0.0080497,              0.0080497,              0.0080497
                    200,                0.73356,                 0.6008,                 1.2107,                0.89095,                  0.863,                0.89493,                0.59919,                 1.2466,                0.70633,                 1.8476,              0.0080398,              0.0080398,              0.0080398
                    201,                0.75605,                 0.6087,                 1.2242,                0.89305,                0.86218,                0.89539,                0.59887,                 1.2477,                0.70751,                 1.8492,              0.0080299,              0.0080299,              0.0080299
                    202,                0.73819,                0.60422,                 1.2106,                0.89547,                  0.863,                0.89553,                0.60022,                 1.2477,                0.70665,                 1.8507,                0.00802,                0.00802,                0.00802
                    203,                0.74095,                0.60732,                 1.2158,                0.89478,                0.86546,                0.89537,                0.59882,                 1.2499,                0.70546,                 1.8539,              0.0080101,              0.0080101,              0.0080101
                    204,                0.73609,                0.60466,                 1.2059,                0.89291,                0.86864,                0.89715,                  0.599,                  1.248,                0.70557,                 1.8526,              0.0080002,              0.0080002,              0.0080002
                    205,                0.74405,                0.59658,                 1.2147,                0.89307,                0.87014,                 0.8976,                0.59997,                 1.2478,                0.70308,                 1.8538,              0.0079903,              0.0079903,              0.0079903
                    206,                0.73931,                0.59754,                 1.2117,                0.89176,                0.87186,                0.89782,                0.60021,                 1.2481,                0.70012,                 1.8544,              0.0079804,              0.0079804,              0.0079804
                    207,                0.75077,                0.60059,                   1.22,                0.89149,                0.86946,                0.89807,                0.59934,                 1.2488,                0.70123,                 1.8557,              0.0079705,              0.0079705,              0.0079705
                    208,                0.74552,                0.59785,                 1.2189,                0.89188,                0.86957,                0.89779,                0.59949,                 1.2489,                0.69896,                 1.8567,              0.0079606,              0.0079606,              0.0079606
                    209,                0.74156,                0.60507,                 1.2128,                0.88931,                0.87001,                0.89689,                0.59856,                 1.2489,                0.69744,                 1.8561,              0.0079507,              0.0079507,              0.0079507
                    210,                0.73294,                0.59687,                 1.2067,                0.88647,                0.86874,                0.89716,                0.59903,                 1.2499,                 0.6972,                 1.8579,              0.0079408,              0.0079408,              0.0079408
                    211,                0.73077,                 0.5964,                 1.2085,                0.87585,                0.88548,                0.89749,                0.59891,                 1.2498,                0.69654,                  1.858,              0.0079309,              0.0079309,              0.0079309
                    212,                0.73518,                0.59515,                 1.2145,                0.88605,                0.87039,                0.89737,                0.59913,                 1.2508,                 0.6959,                 1.8593,               0.007921,               0.007921,               0.007921
                    213,                0.72111,                0.58049,                 1.1959,                0.88816,                0.86957,                0.89722,                0.59936,                 1.2509,                0.69474,                 1.8597,              0.0079111,              0.0079111,              0.0079111
                    214,                0.73553,                0.59948,                 1.2104,                0.88762,                0.87039,                0.89705,                 0.5985,                 1.2513,                0.69505,                 1.8599,              0.0079012,              0.0079012,              0.0079012
                    215,                0.72791,                0.59343,                 1.2002,                0.88722,                0.87039,                0.89737,                0.59949,                 1.2507,                0.69559,                 1.8595,              0.0078913,              0.0078913,              0.0078913
                    216,                0.73871,                0.58662,                 1.2065,                0.88727,                0.87121,                0.89715,                0.60037,                 1.2501,                0.69576,                 1.8591,              0.0078814,              0.0078814,              0.0078814
                    217,                0.71936,                0.57942,                 1.1979,                0.88848,                0.86924,                 0.8971,                0.60019,                 1.2493,                0.69482,                 1.8589,              0.0078715,              0.0078715,              0.0078715
                    218,                0.72351,                0.58906,                 1.1986,                0.87344,                0.88317,                0.89711,                0.60034,                 1.2501,                0.69436,                   1.86,              0.0078616,              0.0078616,              0.0078616
                    219,                0.72465,                0.58716,                 1.2035,                0.87816,                0.87531,                0.89652,                0.60059,                 1.2475,                0.69415,                  1.857,              0.0078517,              0.0078517,              0.0078517
                    220,                 0.7175,                0.57392,                 1.1985,                0.88654,                0.87172,                0.89789,                0.60066,                 1.2479,                0.69441,                 1.8584,              0.0078418,              0.0078418,              0.0078418
                    221,                0.73184,                0.59187,                 1.2038,                0.88464,                0.87285,                0.89868,                0.60045,                 1.2483,                0.69366,                 1.8596,              0.0078319,              0.0078319,              0.0078319
                    222,                0.72485,                0.58741,                 1.2014,                0.88514,                0.87285,                0.89836,                0.60028,                 1.2496,                0.69365,                 1.8613,               0.007822,               0.007822,               0.007822
                    223,                0.72336,                0.57954,                 1.2028,                0.88271,                0.87367,                0.89926,                0.60066,                 1.2496,                0.69316,                 1.8621,              0.0078121,              0.0078121,              0.0078121
                    224,                0.72336,                0.58016,                 1.1964,                0.88706,                0.86979,                 0.8996,                0.60067,                 1.2546,                 0.6937,                 1.8688,              0.0078022,              0.0078022,              0.0078022
                    225,                0.73518,                0.59425,                 1.2027,                0.89237,                0.86792,                0.89896,                0.60169,                 1.2548,                0.69445,                   1.87,              0.0077923,              0.0077923,              0.0077923
                    226,                0.73263,                0.58341,                  1.202,                0.89247,                0.86792,                  0.899,                0.60173,                  1.254,                0.69426,                 1.8699,              0.0077824,              0.0077824,              0.0077824
                    227,                0.72869,                0.59424,                 1.2065,                  0.892,                0.86727,                0.89876,                0.60187,                 1.2536,                  0.694,                   1.87,              0.0077725,              0.0077725,              0.0077725
                    228,                0.71451,                0.57732,                 1.1974,                0.89062,                0.86832,                0.89965,                0.60176,                 1.2536,                 0.6945,                 1.8703,              0.0077626,              0.0077626,              0.0077626
                    229,                0.72152,                0.58313,                 1.1996,                0.89042,                0.86874,                0.89962,                0.60196,                 1.2523,                0.69494,                 1.8697,              0.0077527,              0.0077527,              0.0077527
                    230,                0.72333,                0.58875,                 1.1996,                0.89136,                0.86826,                0.89881,                0.60202,                 1.2521,                0.69501,                 1.8701,              0.0077428,              0.0077428,              0.0077428
                    231,                0.70759,                0.57474,                 1.1855,                0.89004,                0.86874,                0.89942,                0.60119,                 1.2519,                0.69493,                 1.8709,              0.0077329,              0.0077329,              0.0077329
                    232,                0.72225,                0.58913,                 1.2023,                 0.8914,                0.86858,                0.89913,                0.60153,                 1.2516,                0.69422,                 1.8709,               0.007723,               0.007723,               0.007723
                    233,                0.71473,                0.57302,                 1.1976,                0.89042,                 0.8666,                0.89942,                0.60163,                  1.252,                0.69463,                 1.8715,              0.0077131,              0.0077131,              0.0077131
                    234,                0.71527,                 0.5769,                 1.1952,                0.88966,                0.86648,                 0.8988,                0.60181,                 1.2516,                0.69402,                 1.8707,              0.0077032,              0.0077032,              0.0077032
                    235,                0.71675,                0.57668,                 1.1945,                0.89188,                0.86616,                0.89856,                0.60155,                 1.2515,                0.69423,                 1.8706,              0.0076933,              0.0076933,              0.0076933
                    236,                  0.709,                0.57304,                 1.1875,                0.89193,                0.86659,                0.89859,                 0.6012,                  1.252,                 0.6941,                 1.8719,              0.0076834,              0.0076834,              0.0076834
                    237,                0.70994,                0.57803,                 1.1906,                0.89215,                0.86628,                 0.8985,                0.60195,                 1.2525,                0.69324,                 1.8725,              0.0076735,              0.0076735,              0.0076735
                    238,                0.71166,                0.57219,                 1.1883,                0.88995,                0.86628,                0.89814,                0.60142,                 1.2523,                0.69199,                 1.8724,              0.0076636,              0.0076636,              0.0076636
                    239,                0.72084,                0.58439,                 1.2017,                0.89028,                0.86628,                0.89838,                 0.6005,                 1.2518,                0.69158,                 1.8719,              0.0076537,              0.0076537,              0.0076537
                    240,                0.70188,                0.56613,                 1.1841,                0.89104,                0.86546,                0.89822,                0.60013,                  1.251,                0.69097,                 1.8712,              0.0076438,              0.0076438,              0.0076438
                    241,                0.71415,                0.57586,                 1.1905,                 0.8939,                0.86382,                0.89798,                0.60057,                 1.2507,                0.69078,                 1.8708,              0.0076339,              0.0076339,              0.0076339
                    242,                0.70116,                0.56929,                 1.1851,                0.89104,                0.86546,                0.89764,                 0.6011,                 1.2504,                 0.6908,                 1.8703,               0.007624,               0.007624,               0.007624
                    243,                0.71254,                 0.5672,                 1.1913,                0.89185,                0.86589,                 0.8984,                 0.6008,                 1.2501,                0.69126,                 1.8704,              0.0076141,              0.0076141,              0.0076141
                    244,                 0.7042,                0.56798,                 1.1837,                0.89095,                0.86464,                0.89674,                0.60065,                 1.2481,                0.69125,                 1.8679,              0.0076042,              0.0076042,              0.0076042
                    245,                0.71287,                0.58625,                 1.1935,                0.89151,                0.86464,                 0.8962,                0.60073,                 1.2484,                0.69203,                 1.8689,              0.0075943,              0.0075943,              0.0075943
