                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                0.86309,                0.88102,                 1.3216,                0.82696,                0.78843,                0.86918,                0.54628,                 1.2303,                0.90911,                 1.6298,               0.005842,               0.005842,               0.005842
                     45,                0.85585,                0.88775,                  1.325,                0.81627,                0.79293,                0.86468,                0.54135,                 1.2207,                0.95258,                  1.626,               0.005743,               0.005743,               0.005743
                     46,                0.84747,                0.88021,                 1.3136,                0.80632,                0.80976,                0.86844,                0.55436,                 1.1983,                0.90171,                 1.5958,               0.005644,               0.005644,               0.005644
                     47,                0.83516,                0.87171,                 1.3058,                0.81312,                 0.7984,                0.87093,                0.54775,                 1.2051,                 0.9056,                 1.5958,               0.005545,               0.005545,               0.005545
                     48,                0.84868,                0.86843,                 1.3181,                0.82538,                0.77273,                0.86442,                0.53663,                 1.2382,                0.92721,                  1.655,               0.005446,               0.005446,               0.005446
                     49,                0.83391,                 0.8579,                 1.3034,                0.80929,                0.79773,                0.87421,                0.55506,                 1.2115,                0.90051,                 1.6121,               0.005347,               0.005347,               0.005347
                     50,                0.82209,                0.84527,                 1.2946,                0.81924,                0.78676,                0.86975,                0.55827,                 1.1997,                0.89056,                 1.6139,               0.005248,               0.005248,               0.005248
                     51,                0.82439,                0.84541,                 1.2965,                0.81324,                0.79293,                 0.8693,                 0.5456,                 1.2257,                0.89786,                 1.6417,               0.005149,               0.005149,               0.005149
                     52,                0.82116,                0.85571,                  1.294,                0.80301,                0.81313,                 0.8747,                0.56054,                 1.2018,                0.87291,                 1.6103,                0.00505,                0.00505,                0.00505
                     53,                0.82763,                0.84943,                 1.2997,                 0.8339,                0.79517,                0.87179,                0.55837,                 1.1759,                0.88391,                 1.5985,               0.004951,               0.004951,               0.004951
                     54,                0.81983,                0.83732,                 1.2947,                0.81116,                0.81715,                0.87242,                 0.5639,                 1.1703,                0.87555,                 1.5766,               0.004852,               0.004852,               0.004852
                     55,                0.80148,                0.81948,                 1.2796,                0.79806,                0.82716,                 0.8722,                0.56038,                 1.1926,                0.89819,                  1.603,               0.004753,               0.004753,               0.004753
                     56,                0.81166,                0.82667,                 1.2813,                0.81697,                0.78902,                0.86746,                 0.5572,                 1.2002,                0.88641,                 1.6124,               0.004654,               0.004654,               0.004654
                     57,                0.79804,                0.81387,                 1.2745,                0.83331,                0.79389,                 0.8723,                0.55934,                 1.2002,                0.88162,                 1.6138,               0.004555,               0.004555,               0.004555
                     58,                0.80153,                0.81591,                 1.2726,                0.80895,                0.80551,                0.87534,                0.56195,                 1.1924,                0.88441,                 1.6053,               0.004456,               0.004456,               0.004456
                     59,                0.78471,                0.80991,                 1.2607,                0.81129,                0.80821,                0.86945,                0.55937,                 1.1973,                0.88335,                 1.6068,               0.004357,               0.004357,               0.004357
                     60,                0.79215,                 0.8051,                 1.2662,                 0.8205,                 0.8106,                0.87407,                0.56073,                  1.194,                0.86776,                 1.6163,               0.004258,               0.004258,               0.004258
                     61,                0.77946,                0.78938,                 1.2589,                0.84225,                0.79742,                0.87988,                0.56267,                 1.1877,                0.86604,                  1.605,               0.004159,               0.004159,               0.004159
                     62,                0.77638,                0.78766,                 1.2633,                0.82584,                0.79563,                 0.8786,                0.56407,                 1.1916,                  0.868,                 1.6136,                0.00406,                0.00406,                0.00406
                     63,                0.76204,                0.77249,                 1.2481,                0.81903,                0.81145,                0.87941,                0.56287,                 1.2067,                0.86667,                 1.6239,               0.003961,               0.003961,               0.003961
                     64,                0.76774,                0.78503,                 1.2475,                0.82084,                0.81369,                0.87763,                0.56762,                 1.1756,                0.86466,                 1.6098,               0.003862,               0.003862,               0.003862
                     65,                0.76498,                0.76182,                 1.2547,                0.81446,                0.80808,                0.87048,                0.56392,                 1.1873,                0.88701,                 1.6145,               0.003763,               0.003763,               0.003763
                     66,                0.76799,                0.76542,                 1.2468,                0.82313,                0.80415,                0.87821,                0.56321,                 1.1914,                0.87143,                 1.6163,               0.003664,               0.003664,               0.003664
                     67,                 0.7629,                0.76869,                 1.2462,                0.84311,                0.78171,                  0.871,                0.55922,                 1.1914,                0.88294,                  1.615,               0.003565,               0.003565,               0.003565
                     68,                0.75043,                0.75597,                 1.2352,                0.84226,                0.77722,                 0.8724,                0.55975,                 1.1998,                0.87568,                  1.623,               0.003466,               0.003466,               0.003466
                     69,                0.74608,                 0.7598,                  1.236,                0.82147,                0.80044,                0.87168,                0.56362,                 1.1903,                0.86883,                 1.6265,               0.003367,               0.003367,               0.003367
                     70,                0.74189,                0.74816,                 1.2351,                0.81152,                 0.8193,                0.87384,                 0.5664,                 1.1772,                0.87013,                 1.6134,               0.003268,               0.003268,               0.003268
                     71,                0.73694,                0.74461,                 1.2286,                0.80442,                 0.8217,                0.87349,                0.56473,                 1.1867,                0.86366,                 1.6324,               0.003169,               0.003169,               0.003169
                     72,                0.73229,                0.74369,                 1.2245,                0.82791,                0.79912,                0.86865,                0.55916,                 1.1867,                0.87217,                 1.6314,                0.00307,                0.00307,                0.00307
                     73,                0.73309,                 0.7367,                 1.2241,                 0.8232,                0.80478,                0.87246,                0.56135,                 1.1828,                0.87311,                 1.6296,               0.002971,               0.002971,               0.002971
                     74,                0.72643,                0.72491,                 1.2186,                0.81284,                 0.8189,                0.87018,                0.56295,                 1.1799,                0.87025,                 1.6261,               0.002872,               0.002872,               0.002872
