                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 0.8267,                0.68654,                 1.2686,                0.89517,                0.86382,                0.89836,                0.59336,                 1.2464,                0.71162,                 1.7866,              0.0098634,              0.0098634,              0.0098634
                    141,                0.82821,                0.67733,                 1.2749,                0.88557,                0.87285,                0.90217,                0.59658,                 1.2488,                 0.7114,                 1.7872,              0.0098624,              0.0098624,              0.0098624
                    142,                0.82787,                0.67652,                 1.2639,                0.90876,                0.84972,                0.90062,                0.59674,                 1.2476,                0.70888,                  1.789,              0.0098614,              0.0098614,              0.0098614
                    143,                0.82335,                0.67154,                 1.2713,                0.89518,                 0.8589,                0.90176,                0.59674,                 1.2528,                 0.7042,                 1.7948,              0.0098604,              0.0098604,              0.0098604
                    144,                0.81395,                0.66961,                  1.268,                0.88701,                0.86874,                0.90062,                0.59247,                 1.2598,                0.70638,                 1.8036,              0.0098594,              0.0098594,              0.0098594
                    145,                0.81427,                0.66815,                 1.2646,                0.88956,                0.86559,                0.89777,                0.59081,                 1.2567,                0.70794,                  1.805,              0.0098584,              0.0098584,              0.0098584
                    146,                 0.8271,                0.68719,                 1.2767,                0.89514,                 0.8671,                 0.9002,                0.59404,                 1.2616,                0.70731,                 1.8083,              0.0098574,              0.0098574,              0.0098574
                    147,                 0.8157,                0.66664,                  1.265,                0.89652,                0.85996,                 0.8965,                0.59112,                 1.2606,                0.70751,                 1.8068,              0.0098565,              0.0098565,              0.0098565
                    148,                0.82057,                0.67246,                 1.2727,                0.89727,                0.85979,                0.89674,                   0.59,                 1.2538,                0.70828,                 1.7991,              0.0098555,              0.0098555,              0.0098555
                    149,                0.81108,                0.66344,                 1.2612,                0.88671,                0.86681,                0.89761,                0.59158,                 1.2618,                0.70403,                 1.8085,              0.0098545,              0.0098545,              0.0098545
                    150,                0.81597,                0.66561,                 1.2588,                0.90091,                0.85771,                0.89369,                0.59058,                 1.2581,                0.70669,                 1.8086,              0.0098535,              0.0098535,              0.0098535
                    151,                0.80814,                0.64727,                 1.2548,                0.89795,                0.85903,                 0.8926,                 0.5904,                  1.254,                0.70551,                 1.8063,              0.0098525,              0.0098525,              0.0098525
                    152,                0.81308,                0.66308,                 1.2681,                0.88887,                0.87271,                0.89337,                 0.5905,                 1.2554,                 0.7058,                   1.81,              0.0098515,              0.0098515,              0.0098515
                    153,                0.81021,                0.66174,                 1.2649,                 0.8864,                0.86464,                0.89425,                0.58903,                 1.2564,                0.70848,                 1.8137,              0.0098505,              0.0098505,              0.0098505
                    154,                0.82387,                0.68011,                 1.2658,                 0.8764,                0.87248,                0.89542,                0.58943,                 1.2594,                0.70661,                 1.8175,              0.0098495,              0.0098495,              0.0098495
                    155,                0.80354,                 0.6576,                 1.2605,                0.87932,                0.87273,                0.89575,                0.58986,                 1.2567,                0.70448,                 1.8166,              0.0098485,              0.0098485,              0.0098485
                    156,                0.81438,                 0.6609,                 1.2677,                0.88286,                0.86628,                0.89569,                0.58767,                 1.2541,                0.69995,                 1.8161,              0.0098475,              0.0098475,              0.0098475
                    157,                 0.8043,                0.67017,                 1.2589,                0.86882,                0.88269,                0.89648,                0.58923,                 1.2543,                0.69947,                 1.8159,              0.0098466,              0.0098466,              0.0098466
                    158,                0.79398,                0.65277,                 1.2479,                0.86673,                 0.8803,                 0.8968,                 0.5907,                 1.2559,                0.69973,                 1.8174,              0.0098456,              0.0098456,              0.0098456
                    159,                0.80568,                0.65726,                 1.2594,                0.86911,                 0.8824,                0.89495,                0.59158,                 1.2586,                0.70186,                 1.8229,              0.0098446,              0.0098446,              0.0098446
                    160,                 0.7924,                0.65924,                  1.243,                0.86792,                0.88269,                0.89558,                0.59173,                 1.2578,                0.70413,                 1.8206,              0.0098436,              0.0098436,              0.0098436
                    161,                0.79022,                0.65703,                 1.2479,                0.87028,                0.88058,                0.89262,                 0.5925,                 1.2594,                0.70331,                 1.8236,              0.0098426,              0.0098426,              0.0098426
                    162,                0.78963,                0.64519,                 1.2462,                0.89536,                0.85316,                0.89223,                0.59383,                 1.2572,                0.69969,                 1.8219,              0.0098416,              0.0098416,              0.0098416
                    163,                0.80022,                0.66119,                  1.246,                0.89405,                 0.8584,                0.89393,                0.59226,                 1.2573,                0.69788,                 1.8229,              0.0098406,              0.0098406,              0.0098406
                    164,                0.78823,                0.64201,                 1.2481,                0.87091,                0.87446,                0.89446,                0.59289,                 1.2562,                0.69787,                 1.8223,              0.0098396,              0.0098396,              0.0098396
                    165,                0.80736,                0.65191,                 1.2531,                0.89457,                 0.8548,                 0.8923,                0.59271,                 1.2571,                 0.6986,                 1.8216,              0.0098386,              0.0098386,              0.0098386
                    166,                0.79899,                0.65591,                  1.258,                0.89631,                0.85799,                0.89447,                0.59283,                 1.2557,                0.70446,                 1.8207,              0.0098376,              0.0098376,              0.0098376
                    167,                0.79619,                0.64997,                 1.2529,                 0.8912,                0.86957,                 0.8953,                0.59335,                 1.2532,                 0.7083,                  1.819,              0.0098367,              0.0098367,              0.0098367
                    168,                0.79265,                 0.6506,                 1.2497,                0.89883,                0.85972,                0.89506,                0.59366,                  1.251,                0.70709,                  1.817,              0.0098357,              0.0098357,              0.0098357
                    169,                  0.784,                0.63849,                 1.2407,                0.90147,                0.85564,                0.89488,                0.59311,                  1.253,                0.70989,                 1.8218,              0.0098347,              0.0098347,              0.0098347
                    170,                  0.791,                0.64527,                 1.2433,                0.88627,                0.86957,                0.89293,                0.59319,                  1.254,                0.71106,                 1.8219,              0.0098337,              0.0098337,              0.0098337
                    171,                0.79693,                0.65746,                 1.2553,                0.88509,                0.87449,                0.89191,                0.59222,                 1.2552,                0.71198,                 1.8239,              0.0098327,              0.0098327,              0.0098327
                    172,                0.78299,                0.63967,                 1.2414,                0.88715,                0.87039,                0.89229,                0.59309,                 1.2527,                0.71441,                 1.8206,              0.0098317,              0.0098317,              0.0098317
                    173,                 0.7914,                0.64751,                 1.2459,                0.88845,                0.86902,                0.89336,                0.59405,                  1.255,                0.71566,                  1.825,              0.0098307,              0.0098307,              0.0098307
                    174,                0.78426,                  0.644,                 1.2447,                0.89019,                0.87203,                 0.8959,                0.59416,                  1.254,                0.71624,                 1.8254,              0.0098297,              0.0098297,              0.0098297
                    175,                0.78294,                0.63793,                  1.239,                0.89317,                 0.8642,                0.89602,                0.59404,                 1.2521,                0.71693,                 1.8245,              0.0098287,              0.0098287,              0.0098287
                    176,                0.78231,                0.64261,                  1.246,                0.89749,                0.86188,                0.89512,                0.59291,                 1.2501,                 0.7182,                 1.8242,              0.0098277,              0.0098277,              0.0098277
                    177,                0.79039,                0.63459,                 1.2422,                0.89459,                0.86464,                0.89608,                0.59233,                 1.2477,                0.71723,                 1.8224,              0.0098268,              0.0098268,              0.0098268
                    178,                0.77819,                0.63527,                 1.2407,                0.89068,                0.86884,                0.89444,                0.59357,                 1.2481,                0.71714,                 1.8234,              0.0098258,              0.0098258,              0.0098258
                    179,                 0.7908,                 0.6454,                 1.2444,                0.88901,                0.86792,                0.89464,                0.59208,                 1.2456,                0.71603,                 1.8228,              0.0098248,              0.0098248,              0.0098248
                    180,                0.78177,                 0.6346,                 1.2384,                 0.8909,                0.87082,                0.89684,                0.59333,                 1.2456,                0.71785,                 1.8229,              0.0098238,              0.0098238,              0.0098238
                    181,                0.78504,                0.64347,                 1.2407,                0.88877,                0.87203,                0.89757,                0.59466,                 1.2484,                0.71673,                 1.8266,              0.0098228,              0.0098228,              0.0098228
                    182,                0.79386,                0.64497,                 1.2463,                0.88875,                0.87285,                0.89815,                0.59508,                 1.2472,                0.71604,                 1.8254,              0.0098218,              0.0098218,              0.0098218
                    183,                0.78269,                0.63081,                 1.2382,                0.88997,                0.87613,                0.89853,                0.59647,                 1.2473,                0.71728,                 1.8252,              0.0098208,              0.0098208,              0.0098208
                    184,                0.78161,                0.62648,                 1.2439,                0.88802,                0.87859,                0.89757,                0.59632,                 1.2457,                0.71602,                 1.8244,              0.0098198,              0.0098198,              0.0098198
                    185,                0.77679,                0.63458,                 1.2359,                0.88443,                0.87695,                0.89716,                0.59399,                 1.2461,                0.71805,                 1.8229,              0.0098188,              0.0098188,              0.0098188
                    186,                0.77812,                0.62703,                 1.2326,                0.88732,                0.87531,                0.89481,                0.59249,                 1.2486,                0.71845,                 1.8271,              0.0098178,              0.0098178,              0.0098178
                    187,                0.77783,                0.62608,                 1.2357,                0.88757,                0.87531,                0.89381,                0.59166,                 1.2479,                0.71619,                 1.8277,              0.0098169,              0.0098169,              0.0098169
                    188,                0.77556,                0.63217,                 1.2385,                0.88856,                0.87285,                0.89314,                0.58968,                 1.2494,                0.71665,                  1.828,              0.0098159,              0.0098159,              0.0098159
                    189,                0.77152,                0.63183,                 1.2362,                0.88903,                0.87413,                0.89377,                0.59054,                 1.2502,                0.71202,                 1.8295,              0.0098149,              0.0098149,              0.0098149
                    190,                0.77248,                0.62038,                 1.2396,                0.88231,                0.87695,                0.89334,                0.58936,                 1.2504,                0.70911,                 1.8303,              0.0098139,              0.0098139,              0.0098139
                    191,                 0.7777,                0.63258,                 1.2395,                0.88092,                0.87941,                0.89457,                0.59046,                 1.2514,                0.70789,                 1.8327,              0.0098129,              0.0098129,              0.0098129
                    192,                 0.7701,                0.62436,                 1.2342,                0.88339,                0.88244,                0.89373,                0.59098,                 1.2519,                0.70457,                 1.8338,              0.0098119,              0.0098119,              0.0098119
                    193,                0.78249,                0.64814,                 1.2443,                0.88345,                0.88299,                 0.8944,                0.59135,                 1.2537,                 0.7027,                 1.8351,              0.0098109,              0.0098109,              0.0098109
                    194,                0.77252,                0.63313,                 1.2298,                 0.8837,                0.88105,                0.89476,                0.59275,                 1.2539,                0.70237,                 1.8365,              0.0098099,              0.0098099,              0.0098099
                    195,                0.77687,                0.62853,                 1.2397,                0.88388,                0.88023,                 0.8939,                0.59081,                  1.256,                0.70227,                 1.8394,              0.0098089,              0.0098089,              0.0098089
                    196,                0.77132,                0.62766,                 1.2304,                0.88332,                 0.8819,                0.89348,                0.59057,                 1.2567,                0.70343,                 1.8409,              0.0098079,              0.0098079,              0.0098079
                    197,                0.76722,                0.62049,                 1.2305,                0.88341,                0.88269,                0.89343,                0.59065,                 1.2572,                0.70518,                 1.8413,               0.009807,               0.009807,               0.009807
                    198,                0.76407,                0.62344,                 1.2245,                0.88362,                0.88187,                0.89472,                0.59222,                 1.2576,                0.70426,                 1.8423,               0.009806,               0.009806,               0.009806
                    199,                0.77056,                0.62926,                 1.2279,                0.88466,                0.88187,                0.89505,                0.59073,                 1.2596,                0.70453,                 1.8461,               0.009805,               0.009805,               0.009805
                    200,                0.75842,                 0.6249,                  1.227,                0.88391,                0.88269,                0.89449,                0.59162,                 1.2597,                0.70349,                 1.8464,               0.009804,               0.009804,               0.009804
                    201,                0.77739,                0.62762,                 1.2381,                0.88537,                0.88269,                0.89464,                0.59101,                 1.2571,                0.70108,                 1.8421,               0.009803,               0.009803,               0.009803
                    202,                0.76697,                0.62372,                 1.2288,                0.88608,                0.88269,                  0.895,                0.59215,                 1.2569,                 0.7022,                 1.8426,               0.009802,               0.009802,               0.009802
                    203,                0.76232,                0.62864,                 1.2305,                0.88493,                0.88187,                0.89404,                0.59227,                 1.2587,                0.70068,                 1.8445,               0.009801,               0.009801,               0.009801
                    204,                0.76985,                0.62536,                 1.2288,                0.88408,                 0.8822,                0.89337,                0.59103,                 1.2587,                0.69868,                 1.8448,                 0.0098,                 0.0098,                 0.0098
                    205,                0.76487,                0.61134,                  1.229,                0.88536,                0.88064,                0.89291,                0.59154,                 1.2588,                0.69699,                 1.8457,               0.009799,               0.009799,               0.009799
                    206,                0.76964,                0.62978,                 1.2309,                0.88798,                0.87792,                0.89363,                0.59123,                 1.2597,                0.69633,                 1.8471,               0.009798,               0.009798,               0.009798
                    207,                0.77083,                0.62668,                 1.2307,                0.88577,                0.87695,                0.89224,                0.59109,                 1.2603,                0.69715,                 1.8472,               0.009797,               0.009797,               0.009797
                    208,                0.76675,                 0.6161,                 1.2365,                0.88499,                0.87745,                0.89202,                0.59065,                 1.2614,                0.69868,                  1.849,              0.0097961,              0.0097961,              0.0097961
                    209,                0.76968,                0.62033,                 1.2301,                0.88623,                0.87859,                0.89326,                0.59155,                 1.2624,                0.69956,                 1.8494,              0.0097951,              0.0097951,              0.0097951
                    210,                0.76762,                0.61866,                 1.2255,                0.88513,                0.87861,                 0.8927,                0.59185,                 1.2636,                0.69978,                 1.8507,              0.0097941,              0.0097941,              0.0097941
                    211,                0.75244,                0.61109,                 1.2213,                0.87855,                0.88417,                0.89224,                0.59223,                 1.2642,                0.70112,                 1.8514,              0.0097931,              0.0097931,              0.0097931
                    212,                0.76027,                0.61788,                 1.2302,                0.88381,                0.87981,                0.89203,                0.59261,                 1.2642,                0.70161,                  1.851,              0.0097921,              0.0097921,              0.0097921
                    213,                0.75921,                0.60741,                 1.2188,                0.88435,                0.87821,                0.89235,                0.59273,                 1.2638,                0.70141,                 1.8506,              0.0097911,              0.0097911,              0.0097911
                    214,                0.76469,                0.62714,                 1.2308,                0.88466,                0.87449,                0.89241,                0.59193,                 1.2639,                0.70247,                 1.8501,              0.0097901,              0.0097901,              0.0097901
                    215,                0.75984,                 0.6121,                 1.2202,                 0.8892,                0.87285,                0.89247,                0.59176,                  1.265,                0.70342,                 1.8515,              0.0097891,              0.0097891,              0.0097891
                    216,                0.76443,                0.61136,                 1.2217,                0.88937,                0.87056,                0.89241,                0.59227,                 1.2653,                0.70268,                 1.8527,              0.0097881,              0.0097881,              0.0097881
                    217,                0.74863,                0.61016,                 1.2167,                0.89092,                0.87121,                0.89258,                0.59168,                 1.2662,                0.70358,                 1.8541,              0.0097871,              0.0097871,              0.0097871
                    218,                0.75467,                0.61197,                   1.22,                 0.8924,                0.87085,                0.89205,                0.59207,                 1.2677,                0.70323,                 1.8551,              0.0097862,              0.0097862,              0.0097862
                    219,                0.75728,                0.62076,                 1.2242,                0.89031,                0.87121,                0.89157,                0.59173,                 1.2679,                0.70428,                 1.8559,              0.0097852,              0.0097852,              0.0097852
                    220,                0.74396,                0.60568,                 1.2155,                0.88893,                0.87203,                0.89211,                 0.5917,                 1.2692,                0.70384,                 1.8578,              0.0097842,              0.0097842,              0.0097842
                    221,                0.75704,                0.61837,                 1.2228,                 0.8882,                0.87203,                0.89189,                0.59212,                 1.2642,                0.70334,                 1.8511,              0.0097832,              0.0097832,              0.0097832
                    222,                0.74766,                0.61448,                 1.2148,                0.88763,                0.87367,                0.89187,                0.59121,                 1.2651,                0.70408,                 1.8529,              0.0097822,              0.0097822,              0.0097822
                    223,                0.75414,                0.60591,                 1.2229,                0.88814,                0.87203,                0.89208,                0.59185,                 1.2651,                0.70466,                 1.8531,              0.0097812,              0.0097812,              0.0097812
                    224,                0.75132,                0.60548,                 1.2157,                0.88934,                0.87203,                0.89201,                0.59113,                 1.2666,                0.70386,                 1.8556,              0.0097802,              0.0097802,              0.0097802
                    225,                0.76054,                0.61736,                 1.2191,                0.88964,                0.87289,                 0.8921,                0.59146,                 1.2672,                0.70335,                 1.8564,              0.0097792,              0.0097792,              0.0097792
                    226,                 0.7566,                0.60672,                 1.2169,                0.88949,                0.87121,                0.89223,                0.59104,                 1.2677,                0.70371,                 1.8573,              0.0097782,              0.0097782,              0.0097782
                    227,                0.75432,                0.61285,                 1.2227,                 0.8902,                0.87203,                0.89244,                0.59167,                 1.2683,                0.70249,                 1.8579,              0.0097773,              0.0097773,              0.0097773
                    228,                0.74569,                0.59867,                 1.2161,                0.89036,                0.87268,                0.89236,                0.59242,                 1.2687,                0.70255,                 1.8579,              0.0097763,              0.0097763,              0.0097763
                    229,                0.76028,                0.61361,                 1.2252,                 0.8906,                0.87203,                0.89245,                0.59246,                 1.2696,                0.70148,                 1.8595,              0.0097753,              0.0097753,              0.0097753
                    230,                0.75112,                0.61494,                 1.2176,                0.89066,                0.87203,                0.89244,                0.59253,                 1.2691,                0.70164,                 1.8589,              0.0097743,              0.0097743,              0.0097743
                    231,                0.73832,                 0.6025,                 1.2033,                0.89099,                0.87367,                0.89276,                0.59282,                 1.2689,                0.70093,                 1.8592,              0.0097733,              0.0097733,              0.0097733
                    232,                0.75676,                0.61188,                 1.2236,                0.88959,                0.87449,                0.89243,                0.59409,                 1.2682,                0.70155,                 1.8588,              0.0097723,              0.0097723,              0.0097723
                    233,                0.74531,                0.60201,                 1.2162,                0.88788,                0.87449,                0.89226,                0.59391,                 1.2687,                0.70164,                 1.8596,              0.0097713,              0.0097713,              0.0097713
                    234,                0.74511,                0.60107,                 1.2139,                0.88727,                0.87449,                0.89236,                0.59407,                 1.2672,                0.70185,                 1.8582,              0.0097703,              0.0097703,              0.0097703
                    235,                0.74131,                0.59859,                 1.2109,                0.88132,                0.87723,                0.89261,                0.59361,                 1.2669,                0.70101,                  1.858,              0.0097693,              0.0097693,              0.0097693
                    236,                0.74642,                0.59949,                 1.2123,                0.88559,                0.87627,                0.89447,                0.59447,                 1.2666,                 0.7006,                  1.858,              0.0097683,              0.0097683,              0.0097683
                    237,                0.74969,                 0.6092,                 1.2167,                0.88089,                0.87973,                0.89447,                0.59423,                 1.2666,                0.70088,                 1.8586,              0.0097674,              0.0097674,              0.0097674
                    238,                0.74288,                0.59318,                 1.2079,                0.87914,                0.88105,                0.89501,                0.59413,                 1.2661,                0.70126,                 1.8584,              0.0097664,              0.0097664,              0.0097664
                    239,                0.74664,                0.60774,                 1.2206,                0.88099,                0.88055,                0.89494,                0.59416,                 1.2655,                0.70214,                 1.8582,              0.0097654,              0.0097654,              0.0097654
                    240,                0.73674,                0.59514,                 1.2086,                0.87773,                0.88336,                 0.8951,                0.59348,                 1.2669,                0.70177,                 1.8597,              0.0097644,              0.0097644,              0.0097644
                    241,                0.74975,                0.60208,                 1.2142,                 0.8767,                0.88661,                0.89529,                 0.5936,                 1.2664,                0.70133,                  1.859,              0.0097634,              0.0097634,              0.0097634
                    242,                 0.7397,                0.60274,                 1.2123,                 0.8764,                0.88597,                0.89556,                0.59439,                 1.2662,                0.70105,                  1.859,              0.0097624,              0.0097624,              0.0097624
                    243,                0.74693,                0.59941,                 1.2129,                 0.8766,                0.88582,                0.89569,                0.59474,                 1.2661,                0.70037,                 1.8594,              0.0097614,              0.0097614,              0.0097614
                    244,                0.73469,                0.59256,                 1.2034,                0.87722,                0.88503,                0.89483,                0.59468,                 1.2667,                0.70055,                 1.8604,              0.0097604,              0.0097604,              0.0097604
                    245,                0.74458,                0.61164,                  1.212,                0.87726,                0.88533,                 0.8944,                0.59438,                 1.2668,                0.70169,                 1.8609,              0.0097594,              0.0097594,              0.0097594
                    246,                0.73944,                0.58946,                 1.2133,                 0.8767,                0.88657,                0.89449,                 0.5945,                 1.2669,                0.70164,                 1.8612,              0.0097584,              0.0097584,              0.0097584
                    247,                0.72623,                0.58727,                  1.198,                0.87795,                0.88597,                 0.8942,                0.59472,                 1.2667,                0.70028,                 1.8617,              0.0097575,              0.0097575,              0.0097575
                    248,                0.74113,                0.59349,                 1.2105,                0.87893,                0.88597,                0.89441,                0.59442,                 1.2671,                0.69989,                 1.8619,              0.0097565,              0.0097565,              0.0097565
                    249,                0.73659,                0.59466,                 1.2003,                0.87873,                0.88597,                0.89449,                 0.5945,                 1.2673,                0.69945,                 1.8618,              0.0097555,              0.0097555,              0.0097555
                    250,                0.73743,                0.58684,                 1.2083,                0.87788,                0.88597,                0.89432,                0.59398,                 1.2673,                0.69978,                 1.8618,              0.0097545,              0.0097545,              0.0097545
                    251,                0.74929,                0.60144,                 1.2186,                0.87928,                0.88597,                0.89503,                0.59396,                 1.2675,                0.69881,                 1.8623,              0.0097535,              0.0097535,              0.0097535
                    252,                0.73567,                0.59693,                 1.2103,                0.87994,                0.88597,                0.89445,                0.59432,                 1.2677,                0.69868,                 1.8627,              0.0097525,              0.0097525,              0.0097525
                    253,                0.74005,                0.59527,                 1.2128,                0.87823,                0.88761,                0.89472,                0.59448,                 1.2673,                0.69892,                 1.8624,              0.0097515,              0.0097515,              0.0097515
                    254,                0.74055,                0.60055,                 1.2099,                0.87903,                0.88761,                0.89461,                0.59443,                 1.2675,                0.69916,                 1.8629,              0.0097505,              0.0097505,              0.0097505
                    255,                0.74109,                0.59887,                 1.2099,                0.88039,                0.88757,                0.89535,                0.59516,                 1.2678,                0.69871,                 1.8639,              0.0097495,              0.0097495,              0.0097495
                    256,                0.73047,                 0.5978,                 1.2027,                0.88037,                0.88746,                0.89563,                 0.5948,                 1.2679,                0.69856,                  1.864,              0.0097485,              0.0097485,              0.0097485
                    257,                0.72443,                0.58982,                 1.1994,                0.87942,                0.88761,                0.89569,                0.59548,                 1.2665,                0.69871,                 1.8629,              0.0097476,              0.0097476,              0.0097476
                    258,                0.73314,                 0.5936,                 1.2022,                0.87959,                0.88761,                0.89573,                0.59572,                 1.2669,                0.69885,                 1.8639,              0.0097466,              0.0097466,              0.0097466
                    259,                0.73374,                0.58914,                 1.2013,                0.87981,                0.88761,                0.89562,                0.59557,                  1.267,                0.69913,                 1.8645,              0.0097456,              0.0097456,              0.0097456
                    260,                 0.7362,                0.60021,                 1.2115,                 0.8796,                0.88761,                0.89569,                0.59477,                 1.2669,                0.69935,                 1.8645,              0.0097446,              0.0097446,              0.0097446
                    261,                0.73482,                0.59995,                 1.2059,                0.88172,                0.88668,                0.89575,                0.59471,                  1.267,                0.69992,                 1.8647,              0.0097436,              0.0097436,              0.0097436
                    262,                 0.7334,                0.59554,                 1.2074,                0.88156,                0.88351,                0.89558,                 0.5942,                 1.2672,                0.69961,                 1.8653,              0.0097426,              0.0097426,              0.0097426
                    263,                 0.7241,                0.59088,                  1.203,                 0.8817,                0.88433,                0.89562,                0.59456,                  1.268,                0.69914,                 1.8662,              0.0097416,              0.0097416,              0.0097416
                    264,                0.73567,                0.58876,                 1.2091,                0.88138,                0.88387,                0.89569,                0.59436,                 1.2667,                 0.6999,                 1.8652,              0.0097406,              0.0097406,              0.0097406
                    265,                0.72146,                 0.5882,                 1.2014,                0.88349,                0.88335,                0.89558,                0.59414,                 1.2674,                0.69954,                 1.8658,              0.0097396,              0.0097396,              0.0097396
                    266,                0.73527,                0.58545,                 1.2063,                0.88425,                0.88367,                0.89595,                0.59431,                 1.2675,                0.69941,                  1.866,              0.0097386,              0.0097386,              0.0097386
                    267,                0.73656,                0.58559,                 1.2064,                0.88271,                0.88283,                0.89588,                 0.5943,                 1.2674,                0.69946,                 1.8663,              0.0097377,              0.0097377,              0.0097377
                    268,                0.72984,                 0.5953,                 1.2016,                0.88377,                0.88269,                0.89623,                0.59446,                 1.2671,                0.70009,                 1.8664,              0.0097367,              0.0097367,              0.0097367
                    269,                0.72497,                0.59416,                 1.1975,                0.88275,                 0.8832,                0.89629,                0.59452,                 1.2672,                0.70073,                 1.8672,              0.0097357,              0.0097357,              0.0097357
                    270,                0.73008,                0.59363,                 1.2009,                0.88229,                0.88269,                0.89561,                0.59489,                 1.2674,                 0.7003,                 1.8677,              0.0097347,              0.0097347,              0.0097347
                    271,                0.72993,                 0.5915,                 1.2037,                0.88335,                0.88216,                0.89528,                0.59451,                 1.2669,                0.70042,                 1.8675,              0.0097337,              0.0097337,              0.0097337
                    272,                0.72579,                0.58004,                 1.2005,                0.88391,                0.88072,                0.89482,                0.59442,                 1.2665,                0.70051,                 1.8676,              0.0097327,              0.0097327,              0.0097327
                    273,                0.72529,                0.58108,                 1.1985,                0.88394,                0.88105,                0.89449,                0.59447,                 1.2664,                0.70084,                 1.8675,              0.0097317,              0.0097317,              0.0097317
