                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.2935,                 1.2959,                 1.6467,                0.72407,                 0.6694,                0.71471,                0.36328,                  1.771,                 1.4684,                 2.3158,              0.0099911,              0.0099911,              0.0099911
                     12,                 1.2752,                 1.2623,                 1.6332,                0.53469,                0.48072,                 0.4629,                 0.1941,                  2.177,                 2.0016,                  3.203,              0.0099901,              0.0099901,              0.0099901
                     13,                 1.2638,                 1.2586,                 1.6237,                0.77194,                0.73995,                0.77237,                0.42747,                 1.5814,                 1.2056,                 2.1417,              0.0099891,              0.0099891,              0.0099891
                     14,                  1.237,                 1.2217,                 1.6063,                0.78991,                0.71558,                0.78344,                0.42033,                 1.6386,                 1.2179,                 2.1917,              0.0099881,              0.0099881,              0.0099881
                     15,                 1.2297,                 1.2036,                 1.5966,                0.73726,                0.62383,                 0.7001,                0.32604,                 1.8114,                  1.466,                  2.356,              0.0099871,              0.0099871,              0.0099871
                     16,                 1.2271,                 1.1862,                 1.5901,                0.80328,                0.77714,                0.83751,                 0.4864,                 1.4397,                 1.1045,                 1.9571,              0.0099861,              0.0099861,              0.0099861
                     17,                 1.2172,                 1.1653,                 1.5762,                0.81841,                0.78507,                0.84095,                0.47502,                 1.5137,                  1.085,                 1.9754,              0.0099851,              0.0099851,              0.0099851
                     18,                 1.2005,                 1.1388,                  1.572,                0.75364,                0.74323,                0.77851,                0.43739,                 1.5367,                 1.2501,                 2.1037,              0.0099842,              0.0099842,              0.0099842
                     19,                 1.1957,                 1.1247,                 1.5647,                0.76839,                0.74569,                0.79141,                0.40583,                 1.6252,                 1.1923,                  2.251,              0.0099832,              0.0099832,              0.0099832
                     20,                  1.182,                 1.1056,                 1.5465,                0.82217,                 0.7096,                0.79008,                0.44378,                 1.5259,                  1.201,                 2.0588,              0.0099822,              0.0099822,              0.0099822
                     21,                  1.173,                 1.1152,                 1.5403,                0.82422,                0.79624,                 0.8367,                0.49963,                 1.4129,                 1.0625,                 1.9216,              0.0099812,              0.0099812,              0.0099812
                     22,                 1.1802,                 1.1108,                 1.5438,                 0.8201,                0.76538,                0.83861,                0.49896,                 1.4172,                 1.0492,                   1.95,              0.0099802,              0.0099802,              0.0099802
                     23,                 1.1662,                 1.0981,                 1.5394,                 0.8049,                0.78178,                0.82732,                0.50028,                 1.4154,                 1.0235,                 1.9408,              0.0099792,              0.0099792,              0.0099792
                     24,                 1.1502,                 1.0623,                 1.5303,                0.84802,                0.80066,                0.86675,                0.53114,                 1.3541,                0.99896,                 1.8655,              0.0099782,              0.0099782,              0.0099782
                     25,                 1.1463,                 1.0681,                 1.5272,                0.79441,                0.82419,                0.84336,                  0.486,                 1.4355,                0.97701,                 1.9477,              0.0099772,              0.0099772,              0.0099772
                     26,                 1.1297,                 1.0408,                 1.5074,                0.79906,                0.80476,                0.85353,                0.50617,                 1.4035,                   1.02,                 1.9161,              0.0099762,              0.0099762,              0.0099762
                     27,                 1.1343,                 1.0394,                   1.51,                 0.8225,                 0.8097,                0.86118,                0.52156,                 1.3771,                0.99721,                 1.8834,              0.0099753,              0.0099753,              0.0099753
                     28,                 1.1261,                 1.0306,                 1.5073,                0.80684,                0.78261,                0.84459,                0.48545,                  1.475,                 1.0294,                 1.9781,              0.0099743,              0.0099743,              0.0099743
                     29,                 1.1201,                 1.0297,                 1.4965,                0.84953,                0.76784,                0.84261,                0.47338,                 1.4835,                 1.0638,                  2.003,              0.0099733,              0.0099733,              0.0099733
                     30,                 1.0961,                0.98525,                 1.4746,                0.83723,                0.79752,                 0.8575,                0.51645,                 1.3619,                0.98542,                 1.8789,              0.0099723,              0.0099723,              0.0099723
                     31,                 1.1021,                 1.0107,                 1.4879,                0.84643,                0.78671,                0.84785,                0.47108,                 1.4858,                 1.0216,                  2.032,              0.0099713,              0.0099713,              0.0099713
                     32,                 1.1072,                0.99864,                 1.4881,                0.86436,                0.81542,                0.87207,                0.53544,                 1.3741,                0.89956,                 1.8771,              0.0099703,              0.0099703,              0.0099703
                     33,                 1.0853,                0.97023,                 1.4683,                0.82855,                0.78425,                0.84737,                0.52293,                 1.3833,                0.96425,                 1.8703,              0.0099693,              0.0099693,              0.0099693
                     34,                 1.0886,                0.98503,                 1.4736,                0.79891,                0.75718,                0.82223,                0.47955,                 1.4762,                 1.0865,                 2.0317,              0.0099683,              0.0099683,              0.0099683
                     35,                 1.0699,                 0.9555,                 1.4607,                0.82204,                0.75787,                0.84748,                0.52302,                 1.3757,                 1.0491,                 1.8897,              0.0099673,              0.0099673,              0.0099673
                     36,                 1.0845,                0.96248,                 1.4651,                0.83322,                0.83199,                0.85816,                0.53571,                 1.3625,                0.92159,                 1.8862,              0.0099663,              0.0099663,              0.0099663
                     37,                 1.0659,                0.94611,                 1.4566,                 0.8207,                0.83511,                0.86377,                 0.5472,                 1.3561,                0.91665,                  1.875,              0.0099654,              0.0099654,              0.0099654
                     38,                 1.0818,                0.95815,                   1.47,                0.83484,                0.83183,                 0.8842,                0.54322,                 1.3591,                0.88548,                 1.8586,              0.0099644,              0.0099644,              0.0099644
                     39,                 1.0471,                0.93809,                 1.4519,                0.83246,                0.81519,                0.87063,                0.53576,                 1.3648,                0.93629,                 1.8896,              0.0099634,              0.0099634,              0.0099634
                     40,                 1.0558,                0.91765,                 1.4431,                0.86692,                0.79902,                0.87803,                0.55119,                 1.3287,                0.89006,                 1.8289,              0.0099624,              0.0099624,              0.0099624
                     41,                 1.0655,                0.92933,                 1.4584,                0.85144,                0.82199,                0.87335,                0.54601,                 1.3646,                0.89635,                 1.8617,              0.0099614,              0.0099614,              0.0099614
                     42,                 1.0474,                 0.8915,                 1.4388,                0.84711,                0.80804,                0.87675,                0.53761,                 1.3336,                0.90483,                 1.8244,              0.0099604,              0.0099604,              0.0099604
                     43,                 1.0468,                0.92861,                 1.4375,                0.86509,                0.80804,                0.87423,                 0.5466,                 1.3552,                0.90532,                 1.8803,              0.0099594,              0.0099594,              0.0099594
                     44,                 1.0439,                0.89998,                 1.4274,                0.84628,                0.84907,                0.88178,                0.54988,                 1.3421,                 0.8357,                  1.842,              0.0099584,              0.0099584,              0.0099584
                     45,                 1.0296,                0.89406,                 1.4256,                0.84507,                0.83229,                0.87335,                0.54823,                 1.3433,                0.89161,                 1.8607,              0.0099574,              0.0099574,              0.0099574
                     46,                 1.0325,                0.89962,                 1.4215,                0.87015,                0.80968,                0.88906,                0.55416,                 1.3145,                   0.88,                 1.8051,              0.0099564,              0.0099564,              0.0099564
                     47,                 1.0342,                0.89507,                 1.4265,                0.85369,                0.82116,                0.87203,                0.53843,                 1.3448,                0.87596,                 1.8641,              0.0099555,              0.0099555,              0.0099555
                     48,                 1.0401,                0.88306,                 1.4278,                0.85104,                0.83894,                0.88226,                0.54624,                 1.3311,                0.87814,                 1.8417,              0.0099545,              0.0099545,              0.0099545
                     49,                 1.0163,                0.88395,                 1.4175,                0.83875,                 0.8278,                0.87393,                0.55004,                 1.3262,                0.84641,                 1.8705,              0.0099535,              0.0099535,              0.0099535
                     50,                 1.0182,                0.88835,                 1.4238,                0.85707,                0.82773,                0.87963,                0.56295,                 1.2851,                0.85703,                 1.8008,              0.0099525,              0.0099525,              0.0099525
                     51,                 1.0091,                0.87357,                 1.4103,                0.87226,                0.83464,                 0.8952,                0.54852,                 1.3531,                0.82996,                 1.8591,              0.0099515,              0.0099515,              0.0099515
                     52,                 1.0144,                0.88499,                 1.4144,                0.84542,                0.83899,                 0.8804,                0.54077,                 1.3446,                0.86411,                 1.8659,              0.0099505,              0.0099505,              0.0099505
                     53,                 1.0114,                0.87096,                  1.413,                0.85188,                0.82034,                0.86226,                 0.5404,                 1.3447,                0.86024,                 1.8656,              0.0099495,              0.0099495,              0.0099495
                     54,                0.99716,                0.83946,                 1.3971,                0.85475,                0.84824,                0.88706,                 0.5432,                 1.3711,                0.84323,                 1.8658,              0.0099485,              0.0099485,              0.0099485
                     55,                0.99994,                0.84803,                 1.3994,                0.87489,                 0.8261,                0.88379,                0.56334,                 1.3178,                0.82719,                 1.8326,              0.0099475,              0.0099475,              0.0099475
                     56,                0.99134,                0.84805,                 1.4003,                 0.8899,                0.82885,                0.89874,                0.56695,                 1.3282,                 0.8346,                 1.8442,              0.0099465,              0.0099465,              0.0099465
                     57,                 0.9867,                0.85766,                 1.3936,                0.86144,                0.84152,                0.88101,                 0.5642,                 1.3359,                0.79013,                  1.825,              0.0099456,              0.0099456,              0.0099456
                     58,                0.96997,                0.83813,                 1.3852,                0.81891,                0.85326,                0.85261,                 0.5358,                  1.356,                0.88616,                 1.8874,              0.0099446,              0.0099446,              0.0099446
                     59,                0.98633,                0.84144,                 1.3908,                0.84818,                0.84788,                0.89351,                 0.5554,                 1.3375,                0.82281,                 1.8299,              0.0099436,              0.0099436,              0.0099436
                     60,                0.98219,                0.83947,                 1.3875,                0.87868,                0.83593,                0.88602,                0.55333,                 1.3394,                0.83689,                 1.8587,              0.0099426,              0.0099426,              0.0099426
                     61,                0.97245,                0.82727,                 1.3858,                0.86711,                0.84906,                0.89953,                0.57248,                 1.2973,                0.80267,                  1.802,              0.0099416,              0.0099416,              0.0099416
                     62,                0.96968,                0.81859,                 1.3751,                0.85519,                0.85264,                  0.885,                0.56987,                 1.3061,                0.82569,                 1.8314,              0.0099406,              0.0099406,              0.0099406
                     63,                0.97303,                0.83115,                 1.3803,                 0.8779,                0.84003,                0.89883,                0.57214,                 1.3036,                0.79953,                 1.7908,              0.0099396,              0.0099396,              0.0099396
                     64,                0.96432,                0.82645,                 1.3737,                0.87639,                0.84915,                0.89484,                0.56175,                 1.3136,                0.80753,                 1.8281,              0.0099386,              0.0099386,              0.0099386
                     65,                0.97404,                 0.8259,                 1.3825,                0.87658,                0.84578,                 0.8903,                0.57203,                 1.2874,                 0.8217,                 1.8171,              0.0099376,              0.0099376,              0.0099376
                     66,                0.97067,                0.82828,                 1.3776,                0.87626,                0.84231,                0.89207,                0.56881,                  1.325,                0.80535,                 1.8318,              0.0099366,              0.0099366,              0.0099366
                     67,                0.95002,                0.80643,                 1.3689,                0.87795,                0.84976,                0.90089,                0.56398,                  1.348,                0.79628,                  1.863,              0.0099357,              0.0099357,              0.0099357
                     68,                0.94829,                0.80203,                 1.3655,                 0.8591,                 0.8503,                0.88343,                0.57366,                 1.2928,                0.80786,                  1.828,              0.0099347,              0.0099347,              0.0099347
                     69,                0.95619,                0.80419,                 1.3652,                0.87758,                0.82445,                0.88538,                 0.5702,                 1.3206,                0.77504,                 1.8268,              0.0099337,              0.0099337,              0.0099337
                     70,                0.94384,                0.79594,                 1.3651,                 0.8687,                0.84669,                0.89047,                0.57661,                 1.3055,                0.80028,                 1.8286,              0.0099327,              0.0099327,              0.0099327
                     71,                 0.9415,                 0.7998,                 1.3589,                0.86081,                0.86247,                 0.8982,                 0.5748,                 1.3047,                0.77003,                 1.8228,              0.0099317,              0.0099317,              0.0099317
                     72,                0.95572,                0.79774,                 1.3686,                0.88371,                0.82287,                0.89098,                 0.5668,                 1.3076,                0.80107,                 1.8395,              0.0099307,              0.0099307,              0.0099307
                     73,                0.94118,                0.80412,                 1.3589,                0.86402,                0.87045,                0.90125,                0.57701,                 1.2853,                0.79056,                 1.7962,              0.0099297,              0.0099297,              0.0099297
                     74,                0.93887,                0.77168,                 1.3522,                0.89064,                0.84331,                0.89581,                0.57645,                  1.316,                 0.7857,                 1.8187,              0.0099287,              0.0099287,              0.0099287
                     75,                0.92929,                0.78159,                 1.3475,                0.88566,                0.83511,                0.89452,                0.57967,                 1.2824,                0.78984,                 1.7973,              0.0099277,              0.0099277,              0.0099277
                     76,                0.93038,                0.78991,                 1.3497,                0.87336,                0.86558,                0.90426,                0.58491,                 1.2803,                0.75183,                 1.8004,              0.0099267,              0.0099267,              0.0099267
                     77,                0.94128,                0.79028,                 1.3553,                0.88926,                0.83662,                0.90252,                0.57904,                 1.2946,                0.77589,                 1.8198,              0.0099258,              0.0099258,              0.0099258
                     78,                0.92774,                0.78364,                 1.3428,                0.87866,                0.84906,                0.90473,                0.57263,                 1.3001,                0.76606,                 1.8097,              0.0099248,              0.0099248,              0.0099248
                     79,                0.91556,                0.78929,                 1.3445,                0.85398,                0.84916,                0.88751,                0.56516,                 1.3008,                0.81122,                 1.8127,              0.0099238,              0.0099238,              0.0099238
                     80,                0.92233,                0.78088,                 1.3448,                0.89493,                0.82199,                0.89758,                0.57593,                 1.3148,                0.78021,                 1.8183,              0.0099228,              0.0099228,              0.0099228
                     81,                0.91821,                0.77536,                 1.3427,                0.88414,                0.84515,                0.90174,                0.58411,                 1.2934,                0.73905,                 1.7976,              0.0099218,              0.0099218,              0.0099218
                     82,                0.91878,                0.76555,                 1.3434,                0.87904,                0.84413,                0.90126,                0.58185,                 1.2907,                0.74084,                 1.8069,              0.0099208,              0.0099208,              0.0099208
                     83,                0.90812,                0.76863,                 1.3341,                0.88066,                0.85726,                0.90277,                 0.5851,                 1.2889,                0.76652,                 1.8125,              0.0099198,              0.0099198,              0.0099198
                     84,                0.91126,                0.75857,                 1.3296,                 0.8722,                0.85316,                0.89536,                0.58222,                  1.272,                0.74571,                 1.7865,              0.0099188,              0.0099188,              0.0099188
                     85,                0.91585,                0.76557,                 1.3424,                 0.8717,                0.84721,                 0.8963,                0.57729,                 1.2917,                0.76133,                  1.815,              0.0099178,              0.0099178,              0.0099178
                     86,                0.89333,                0.75541,                  1.318,                0.86546,                0.86019,                0.90068,                0.58285,                 1.2805,                0.76281,                 1.7845,              0.0099168,              0.0099168,              0.0099168
                     87,                0.90785,                0.74603,                  1.324,                0.86452,                0.85848,                0.90463,                0.57574,                  1.304,                0.74027,                  1.813,              0.0099159,              0.0099159,              0.0099159
                     88,                0.90314,                0.73852,                 1.3331,                0.87877,                 0.8507,                 0.8824,                0.57622,                 1.2856,                0.77501,                 1.8225,              0.0099149,              0.0099149,              0.0099149
                     89,                0.90747,                0.75666,                 1.3342,                0.87433,                0.85808,                0.89656,                0.57912,                 1.2993,                0.75398,                 1.8259,              0.0099139,              0.0099139,              0.0099139
                     90,                0.89767,                0.75072,                  1.325,                0.88615,                0.85398,                0.90629,                0.58846,                 1.2911,                0.75028,                 1.8108,              0.0099129,              0.0099129,              0.0099129
                     91,                0.89542,                0.73637,                 1.3201,                0.87902,                0.85972,                0.89834,                0.58366,                 1.2799,                0.73299,                 1.8117,              0.0099119,              0.0099119,              0.0099119
                     92,                0.88557,                0.73814,                 1.3145,                 0.8948,                0.85127,                 0.9067,                0.58375,                 1.2984,                 0.7295,                 1.8213,              0.0099109,              0.0099109,              0.0099109
                     93,                0.88533,                0.73606,                 1.3123,                0.87647,                 0.8466,                0.90465,                0.58871,                 1.2785,                0.75584,                 1.8052,              0.0099099,              0.0099099,              0.0099099
                     94,                0.88711,                 0.7312,                 1.3159,                0.87002,                0.85109,                0.88965,                0.57449,                 1.3038,                 0.7577,                 1.8475,              0.0099089,              0.0099089,              0.0099089
                     95,                0.89429,                0.75069,                 1.3209,                0.87592,                0.86863,                 0.9026,                0.58102,                 1.2842,                0.73154,                 1.8186,              0.0099079,              0.0099079,              0.0099079
                     96,                0.89012,                0.74748,                 1.3254,                0.86589,                 0.8548,                0.89998,                0.58593,                 1.3023,                0.73437,                 1.8219,              0.0099069,              0.0099069,              0.0099069
                     97,                0.90205,                0.74304,                 1.3307,                0.86741,                0.86792,                0.88895,                0.57956,                 1.2794,                0.75291,                 1.8018,               0.009906,               0.009906,               0.009906
                     98,                0.87467,                0.72305,                 1.3152,                0.87857,                0.84988,                0.89432,                0.57765,                 1.3163,                 0.7589,                 1.8551,               0.009905,               0.009905,               0.009905
                     99,                0.88571,                0.74178,                 1.3169,                0.86612,                 0.8671,                0.90621,                0.58622,                 1.2889,                0.73978,                 1.8134,               0.009904,               0.009904,               0.009904
                    100,                0.88289,                0.72804,                 1.3097,                0.88798,                0.85184,                0.89801,                0.58245,                 1.2801,                0.73091,                 1.8195,               0.009903,               0.009903,               0.009903
                    101,                0.87968,                0.72686,                 1.3118,                0.89382,                0.85726,                 0.8947,                0.57721,                 1.3027,                0.73574,                 1.8289,               0.009902,               0.009902,               0.009902
                    102,                0.87395,                0.71927,                 1.3069,                0.87135,                0.87231,                0.89792,                0.58231,                 1.2841,                0.73961,                 1.8223,               0.009901,               0.009901,               0.009901
                    103,                0.87123,                0.70692,                 1.3064,                0.87108,                0.87578,                0.90655,                0.58494,                 1.2692,                0.72161,                 1.7947,                 0.0099,                 0.0099,                 0.0099
                    104,                0.87106,                0.73094,                 1.3118,                0.87539,                0.87023,                 0.9033,                0.58412,                 1.2814,                 0.7356,                 1.8053,               0.009899,               0.009899,               0.009899
                    105,                0.87561,                0.72096,                  1.312,                0.88738,                0.85234,                0.90975,                0.59024,                 1.2604,                  0.726,                 1.7853,               0.009898,               0.009898,               0.009898
                    106,                0.88709,                0.72392,                 1.3139,                0.88292,                0.86874,                0.91019,                0.59005,                 1.2563,                0.71632,                 1.7846,               0.009897,               0.009897,               0.009897
                    107,                0.86109,                0.71749,                 1.3024,                  0.866,                0.86546,                0.90788,                0.58748,                 1.2494,                0.73707,                 1.7883,              0.0098961,              0.0098961,              0.0098961
                    108,                0.87121,                0.71699,                 1.3078,                0.86546,                0.87596,                0.90976,                0.58775,                 1.2545,                0.70985,                 1.7744,              0.0098951,              0.0098951,              0.0098951
                    109,                0.85695,                0.71752,                 1.3012,                0.87732,                0.87203,                0.90689,                0.58583,                 1.2615,                0.70051,                 1.7962,              0.0098941,              0.0098941,              0.0098941
                    110,                0.86958,                0.71657,                 1.3091,                0.88978,                0.85562,                0.90435,                0.58193,                 1.2657,                0.72401,                 1.8125,              0.0098931,              0.0098931,              0.0098931
                    111,                 0.8614,                 0.7294,                 1.3062,                0.86999,                0.87286,                0.90145,                0.58253,                 1.2666,                0.72198,                 1.8104,              0.0098921,              0.0098921,              0.0098921
                    112,                0.85958,                 0.7184,                 1.2969,                  0.876,                0.86792,                0.90196,                0.58717,                 1.2523,                0.71914,                  1.813,              0.0098911,              0.0098911,              0.0098911
                    113,                0.85376,                0.70555,                 1.2969,                0.85664,                0.87695,                 0.9027,                0.58969,                 1.2662,                0.71728,                 1.8225,              0.0098901,              0.0098901,              0.0098901
                    114,                0.86356,                0.71703,                 1.3009,                0.89368,                0.85562,                0.91019,                0.59462,                  1.264,                0.72624,                 1.8076,              0.0098891,              0.0098891,              0.0098891
                    115,                0.86012,                0.70533,                 1.3011,                0.86652,                0.87341,                0.90708,                0.59928,                 1.2528,                0.72539,                 1.8019,              0.0098881,              0.0098881,              0.0098881
                    116,                0.86023,                0.70906,                  1.298,                0.86475,                0.88187,                0.90468,                0.59525,                  1.257,                0.72065,                 1.8048,              0.0098871,              0.0098871,              0.0098871
                    117,                 0.8535,                0.70964,                 1.2977,                0.88519,                0.86464,                0.90122,                0.59157,                 1.2645,                0.72298,                 1.8065,              0.0098861,              0.0098861,              0.0098861
                    118,                0.84018,                0.71008,                 1.2876,                0.88811,                0.86601,                 0.9019,                0.59608,                 1.2664,                0.72125,                 1.8185,              0.0098852,              0.0098852,              0.0098852
                    119,                0.85461,                0.70984,                 1.2957,                0.87012,                0.87936,                0.90351,                0.59385,                 1.2717,                0.72535,                 1.8211,              0.0098842,              0.0098842,              0.0098842
                    120,                0.83937,                0.69615,                 1.2836,                 0.8683,                0.88161,                0.89816,                0.59028,                 1.2654,                 0.7278,                 1.8091,              0.0098832,              0.0098832,              0.0098832
                    121,                0.85142,                 0.7032,                 1.2906,                0.87095,                0.88597,                0.90163,                0.59606,                 1.2603,                0.71171,                 1.7951,              0.0098822,              0.0098822,              0.0098822
                    122,                0.84307,                0.70884,                 1.2909,                0.87639,                0.86464,                0.89718,                0.59443,                 1.2511,                0.72346,                 1.7789,              0.0098812,              0.0098812,              0.0098812
                    123,                 0.8497,                0.70005,                 1.2899,                0.86972,                0.86874,                0.90036,                0.59535,                 1.2395,                0.72789,                 1.7661,              0.0098802,              0.0098802,              0.0098802
                    124,                0.84185,                0.68947,                 1.2828,                 0.8701,                0.87367,                0.90519,                0.60114,                 1.2507,                0.70998,                 1.7773,              0.0098792,              0.0098792,              0.0098792
                    125,                 0.8401,                0.70524,                 1.2799,                0.86151,                0.88023,                0.90465,                0.59456,                 1.2664,                0.72156,                 1.7964,              0.0098782,              0.0098782,              0.0098782
                    126,                0.84316,                0.71012,                  1.287,                0.86768,                0.87121,                0.90119,                0.59573,                 1.2603,                0.72126,                 1.8042,              0.0098772,              0.0098772,              0.0098772
                    127,                0.84206,                0.69156,                  1.288,                0.87478,                0.87285,                 0.8995,                0.59205,                  1.262,                0.72469,                 1.8163,              0.0098763,              0.0098763,              0.0098763
                    128,                0.83552,                0.69481,                 1.2802,                0.88722,                  0.863,                0.89725,                0.58873,                 1.2578,                 0.7186,                 1.8147,              0.0098753,              0.0098753,              0.0098753
                    129,                0.84592,                 0.6921,                  1.283,                0.87357,                0.87857,                0.89828,                0.59026,                 1.2559,                 0.7036,                  1.806,              0.0098743,              0.0098743,              0.0098743
                    130,                0.83595,                0.68798,                 1.2792,                0.89368,                0.86628,                0.90114,                0.59269,                 1.2582,                0.69548,                 1.8101,              0.0098733,              0.0098733,              0.0098733
                    131,                0.83735,                0.69105,                 1.2819,                0.89544,                0.85705,                0.89999,                 0.5932,                 1.2527,                0.70226,                  1.804,              0.0098723,              0.0098723,              0.0098723
                    132,                0.83032,                0.70006,                 1.2794,                0.88707,                0.86351,                 0.9002,                0.59231,                 1.2557,                0.70661,                 1.8036,              0.0098713,              0.0098713,              0.0098713
                    133,                0.83175,                 0.6849,                 1.2769,                0.88978,                0.86095,                0.90081,                0.59347,                 1.2547,                0.70468,                 1.8095,              0.0098703,              0.0098703,              0.0098703
